Year     Age      Female         Male        Total
1960    90       7071.03      2633.10      9704.13
1960    91       5643.94      2064.11      7708.05
1960    92       3351.01      1144.05      4495.06
1960    93       2287.01       736.03      3023.04
1960    94       1756.99       533.01      2290.00
1960    95       1020.99       247.00      1267.99
1960    96        495.98       136.00       631.98
1960    97        284.00        74.00       358.00
1960    98        158.00        48.00       206.00
1960    99         91.00        33.00       124.00
1960   100         52.00         8.00        60.00
1960   101         33.00        15.00        48.00
1960   102         20.00         6.00        26.00
1960   103          8.00         1.00         9.00
1960   104          6.00         0.00         6.00
1960   105          3.00         1.00         4.00
1960   106          2.00         1.00         3.00
1960   107          0.00         0.00         0.00
1960   108          0.00         0.00         0.00
1960   109          0.00         0.00         0.00
1960   110+         0.00         0.00         0.00
1961     0     801039.84    836578.91   1637618.75
1961     1     763155.55    799776.18   1562931.73
1961     2     770118.33    804533.42   1574651.75
1961     3     725862.42    758040.77   1483903.19
1961     4     768427.21    804072.37   1572499.58
1961     5     819591.98    858646.32   1678238.30
1961     6     824757.45    867795.40   1692552.85
1961     7     869088.13    900825.40   1769913.53
1961     8     921993.56    958830.83   1880824.39
1961     9     972741.36   1010925.78   1983667.14
1961    10    1048340.22   1103617.15   2151957.37
1961    11    1213877.46   1251696.17   2465573.63
1961    12    1199824.65   1248306.20   2448130.85
1961    13    1173298.35   1219858.24   2393156.59
1961    14     820232.72    857388.22   1677620.94
1961    15     737461.87    754366.17   1491828.04
1961    16     927752.57    940864.62   1868617.19
1961    17     955819.24    964328.15   1920147.39
1961    18     938984.96    944711.28   1883696.24
1961    19     968285.39    967112.72   1935398.11
1961    20     890741.09    884886.13   1775627.22
1961    21     785389.34    770397.47   1555786.81
1961    22     777242.66    766246.61   1543489.27
1961    23     883446.63    862844.82   1746291.45
1961    24     835357.31    821147.07   1656504.38
1961    25     870555.95    862417.87   1732973.82
1961    26     801211.10    789800.51   1591011.61
1961    27     822239.64    817487.65   1639727.29
1961    28     835204.25    838470.05   1673674.30
1961    29     796536.05    797946.19   1594482.24
1961    30     777765.39    788071.76   1565837.15
1961    31     762545.77    757873.63   1520419.40
1961    32     766027.02    765712.03   1531739.05
1961    33     727538.29    719951.07   1447489.36
1961    34     733445.18    723403.40   1456848.58
1961    35     715777.80    672623.05   1388400.85
1961    36     667543.00    608835.86   1276378.86
1961    37     663545.18    544017.44   1207562.62
1961    38     623387.70    489916.55   1113304.25
1961    39     621062.57    473466.70   1094529.27
1961    40     621040.14    486352.92   1107393.06
1961    41     536696.59    438128.87    974825.46
1961    42     517477.45    429252.33    946729.78
1961    43     529460.29    442504.61    971964.90
1961    44     528159.46    448056.49    976215.95
1961    45     518982.55    449978.06    968960.61
1961    46     527783.29    461524.10    989307.39
1961    47     506879.58    448869.02    955748.60
1961    48     511399.84    445010.38    956410.22
1961    49     491095.01    437046.13    928141.14
1961    50     471467.43    430307.99    901775.42
1961    51     468531.98    426160.89    894692.87
1961    52     437075.27    411348.14    848423.41
1961    53     439019.33    408698.29    847717.62
1961    54     343896.31    356989.09    700885.40
1961    55     391019.66    366917.02    757936.68
1961    56     354721.10    350985.17    705706.27
1961    57     371702.79    362811.62    734514.41
1961    58     374290.51    365154.72    739445.23
1961    59     354808.03    349683.53    704491.56
1961    60     334225.14    320246.60    654471.74
1961    61     307259.73    302027.48    609287.21
1961    62     302117.94    292053.35    594171.29
1961    63     289166.24    274564.68    563730.92
1961    64     268281.11    252633.78    520914.89
1961    65     260822.02    241914.33    502736.35
1961    66     243175.75    225833.85    469009.60
1961    67     223418.58    203148.74    426567.32
1961    68     223025.17    196869.45    419894.62
1961    69     187449.48    163261.05    350710.53
1961    70     197319.07    164605.47    361924.54
1961    71     201189.82    162361.19    363551.01
1961    72     175250.80    144442.06    319692.86
1961    73     156530.44    119996.16    276526.60
1961    74     147170.50    109019.16    256189.66
1961    75     133926.76     93971.50    227898.26
1961    76     123758.34     83765.39    207523.73
1961    77     118270.21     75282.94    193553.15
1961    78     105717.84     65635.09    171352.93
1961    79      93803.58     57011.78    150815.36
1961    80      81053.25     47014.74    128067.99
1961    81      71879.09     40260.92    112140.01
1961    82      61631.14     33042.19     94673.33
1961    83      50855.51     26120.38     76975.89
1961    84      44351.98     21753.25     66105.23
1961    85      33262.85     16017.59     49280.44
1961    86      26835.98     11962.57     38798.55
1961    87      20969.95      9230.45     30200.40
1961    88      14182.94      6083.42     20266.36
1961    89       9986.56      4127.29     14113.85
1961    90       7138.68      2627.09      9765.77
1961    91       5189.00      1832.06      7021.06
1961    92       4115.92      1408.08      5524.00
1961    93       2326.99       764.03      3091.02
1961    94       1578.00       501.01      2079.01
1961    95       1139.98       339.00      1478.98
1961    96        676.99       148.00       824.99
1961    97        303.98        70.00       373.98
1961    98        163.00        39.00       202.00
1961    99         97.00        28.00       125.00
1961   100         47.00        18.00        65.00
1961   101         30.00         1.00        31.00
1961   102         16.00         9.00        25.00
1961   103         10.00         4.00        14.00
1961   104          5.00         0.00         5.00
1961   105          4.00         0.00         4.00
1961   106          2.00         0.00         2.00
1961   107          2.00         0.00         2.00
1961   108          0.00         0.00         0.00
1961   109          0.00         0.00         0.00
1961   110+         0.00         0.00         0.00
1962     0     757380.11    796968.49   1554348.60
1962     1     789431.39    823453.19   1612884.58
1962     2     763482.37    797926.81   1561409.18
1962     3     771099.25    803964.86   1575064.11
1962     4     726996.06    757545.49   1484541.55
1962     5     767942.90    801999.66   1569942.56
1962     6     819744.71    857408.26   1677152.97
1962     7     824227.90    865529.98   1689757.88
1962     8     869780.94    899775.81   1769556.75
1962     9     923122.41    958110.66   1881233.07
1962    10     973429.45   1009693.24   1983122.69
1962    11    1048841.62   1101511.84   2150353.46
1962    12    1214936.55   1248138.02   2463074.57
1962    13    1199018.37   1242734.64   2441753.01
1962    14    1172296.83   1213596.38   2385893.21
1962    15     817365.51    849695.96   1667061.47
1962    16     735336.67    747593.99   1482930.66
1962    17     924317.59    931599.45   1855917.04
1962    18     953524.31    956184.10   1909708.41
1962    19     937095.28    937499.86   1874595.14
1962    20     966685.52    962258.97   1928944.49
1962    21     890681.64    883323.74   1774005.38
1962    22     785443.83    769616.34   1555060.17
1962    23     778155.18    767440.70   1545595.88
1962    24     884604.23    865111.89   1749716.12
1962    25     835480.10    823493.06   1658973.16
1962    26     870273.60    865051.40   1735325.00
1962    27     800970.52    792173.89   1593144.41
1962    28     822308.08    819825.46   1642133.54
1962    29     835051.78    840380.09   1675431.87
1962    30     795972.20    799153.22   1595125.42
1962    31     777596.89    789501.83   1567098.72
1962    32     762058.79    758652.06   1520710.85
1962    33     765230.35    766060.78   1531291.13
1962    34     726840.84    719766.62   1446607.46
1962    35     731710.32    721960.12   1453670.44
1962    36     714209.98    671890.38   1386100.36
1962    37     666268.38    607774.54   1274042.92
1962    38     662409.76    543198.39   1205608.15
1962    39     621786.93    489123.66   1110910.59
1962    40     618720.13    471520.96   1090241.09
1962    41     618686.22    484680.73   1103366.95
1962    42     535051.73    436504.62    971556.35
1962    43     516084.31    427992.45    944076.76
1962    44     527556.02    440542.61    968098.63
1962    45     526486.49    446231.05    972717.54
1962    46     517085.10    447852.64    964937.74
1962    47     525642.73    459146.98    984789.71
1962    48     504333.52    445843.24    950176.76
1962    49     508429.05    441631.85    950060.90
1962    50     487213.75    433577.95    920791.70
1962    51     468353.90    426777.51    895131.41
1962    52     464547.42    421949.23    886496.65
1962    53     432881.96    407099.09    839981.05
1962    54     436612.48    406037.24    842649.72
1962    55     341119.11    353030.20    694149.31
1962    56     387503.52    362284.93    749788.45
1962    57     351015.51    345853.43    696868.94
1962    58     367648.61    356674.48    724323.09
1962    59     369001.64    357960.18    726961.82
1962    60     349628.33    341970.54    691598.87
1962    61     329023.63    312874.24    641897.87
1962    62     302405.17    294617.54    597022.71
1962    63     296355.00    284167.43    580522.43
1962    64     283498.46    266450.00    549948.46
1962    65     262599.92    244127.98    506727.90
1962    66     254790.03    233355.41    488145.44
1962    67     237178.60    216983.63    454162.23
1962    68     217178.28    194463.81    411642.09
1962    69     216023.67    187492.56    403516.23
1962    70     181001.62    154750.36    335751.98
1962    71     189674.98    155364.75    345039.73
1962    72     192558.88    152158.87    344717.75
1962    73     166633.14    134422.43    301055.57
1962    74     148242.62    110783.33    259025.95
1962    75     138197.40     99759.17    237956.57
1962    76     124693.64     85192.59    209886.23
1962    77     114243.05     75224.16    189467.21
1962    78     108457.96     66791.11    175249.07
1962    79      96054.04     57725.47    153779.51
1962    80      85955.02     49791.47    135746.49
1962    81      71995.11     40263.20    112258.31
1962    82      63031.95     33864.40     96896.35
1962    83      53204.01     27426.74     80630.75
1962    84      43369.40     21194.98     64564.38
1962    85      37348.87     17446.90     54795.77
1962    86      27360.76     12579.31     39940.07
1962    87      21750.90      9224.35     30975.25
1962    88      16747.89      6940.26     23688.15
1962    89      10958.89      4551.29     15510.18
1962    90       7615.52      3055.20     10670.72
1962    91       5289.65      1840.02      7129.67
1962    92       3721.98      1270.01      4991.99
1962    93       2893.90       931.04      3824.94
1962    94       1548.98       486.01      2034.99
1962    95       1078.00       312.99      1390.99
1962    96        732.98       215.99       948.97
1962    97        448.99        81.00       529.99
1962    98        176.98        38.00       214.98
1962    99         87.00        26.00       113.00
1962   100         56.00        18.00        74.00
1962   101         24.00         9.00        33.00
1962   102         19.00         0.00        19.00
1962   103          9.00         4.00        13.00
1962   104          5.00         3.00         8.00
1962   105          4.00         0.00         4.00
1962   106          3.00         0.00         3.00
1962   107          2.00         0.00         2.00
1962   108          2.00         0.00         2.00
1962   109          0.00         0.00         0.00
1962   110+         0.00         0.00         0.00
1963     0     770570.50    812257.22   1582827.72
1963     1     754077.75    790183.65   1544261.40
1963     2     781633.01    815183.00   1596816.01
1963     3     764570.20    797026.61   1561596.81
1963     4     772541.19    803884.42   1576425.61
1963     5     728483.71    757470.31   1485954.02
1963     6     767750.59    800249.04   1567999.63
1963     7     820102.45    856449.28   1676551.73
1963     8     823801.35    863496.62   1687297.97
1963     9     870592.76    898987.28   1769580.04
1963    10     924341.26    957572.54   1881913.80
1963    11     974182.55   1008577.74   1982760.29
1963    12    1049337.02   1099525.58   2148862.60
1963    13    1215993.65   1244577.91   2460571.56
1963    14    1198235.09   1237096.12   2435331.21
1963    15    1171284.32   1207306.58   2378590.90
1963    16     814544.30    841945.73   1656490.03
1963    17     733177.46    740765.85   1473943.31
1963    18     920916.61    922309.36   1843225.97
1963    19     951231.38    948039.13   1899270.51
1963    20     935315.61    930392.54   1865708.15
1963    21     965108.65    957464.31   1922572.96
1963    22     890719.19    881789.46   1772508.65
1963    23     785483.33    768958.31   1554441.64
1963    24     779145.71    768726.88   1547872.59
1963    25     885775.83    867619.08   1753394.91
1963    26     835680.90    826014.16   1661695.06
1963    27     870128.27    867777.05   1737905.32
1963    28     800783.94    794649.37   1595433.31
1963    29     822356.53    822140.38   1644496.91
1963    30     834908.32    842472.24   1677380.56
1963    31     795410.36    800454.35   1595864.71
1963    32     777467.39    790847.00   1568314.39
1963    33     761597.81    759478.60   1521076.41
1963    34     764433.69    766375.64   1530809.33
1963    35     726215.39    719458.27   1445673.66
1963    36     730064.46    720670.97   1450735.43
1963    37     712675.16    671127.83   1383802.99
1963    38     665012.76    606633.33   1271646.09
1963    39     661125.34    542219.43   1203344.77
1963    40     620254.16    488348.86   1108603.02
1963    41     616325.69    469398.32   1085724.01
1963    42     616353.31    482835.64   1099188.95
1963    43     533373.87    434874.47    968248.34
1963    44     514666.17    426471.68    941137.85
1963    45     525594.75    438511.73    964106.48
1963    46     524694.52    444152.74    968847.26
1963    47     515202.66    445528.36    960731.02
1963    48     523283.17    456608.02    979891.19
1963    49     501653.46    442648.64    944302.10
1963    50     505227.26    438259.51    943486.77
1963    51     483133.50    429855.97    912989.47
1963    52     465094.39    422931.25    888025.64
1963    53     460349.86    417435.81    877785.67
1963    54     428450.65    402447.29    830897.94
1963    55     434113.63    403056.46    837170.09
1963    56     338235.92    348680.59    686916.51
1963    57     383819.39    357280.15    741099.54
1963    58     346985.92    339932.01    686917.93
1963    59     363520.44    350280.74    713801.18
1963    60     363493.79    350238.06    713731.85
1963    61     344265.65    333860.98    678126.63
1963    62     323538.13    304975.32    628513.45
1963    63     297095.62    286666.06    583761.68
1963    64     290216.07    275635.00    565851.07
1963    65     277336.69    257594.81    534931.50
1963    66     256500.74    235169.69    491670.43
1963    67     248369.06    223915.00    472284.06
1963    68     230693.46    207434.96    438128.42
1963    69     210369.98    185139.42    395509.40
1963    70     208405.18    177399.23    385804.41
1963    71     173982.78    145607.19    319589.97
1963    72     181416.90    145189.59    326606.49
1963    73     183235.96    141350.18    324586.14
1963    74     157222.51    123846.41    281068.92
1963    75     139347.83    101023.07    240370.90
1963    76     128480.31     90030.74    218511.05
1963    77     114976.54     76051.23    191027.77
1963    78     104248.78     66217.45    170466.23
1963    79      98338.73     58172.80    156511.53
1963    80      85146.87     49370.75    134517.62
1963    81      75936.90     42249.33    118186.23
1963    82      62923.00     33574.07     96497.07
1963    83      54206.84     27637.29     81844.13
1963    84      45134.91     22109.65     67244.56
1963    85      36265.31     16810.90     53076.21
1963    86      30672.79     13532.83     44205.62
1963    87      21913.69      9576.26     31489.95
1963    88      17101.84      6830.31     23932.15
1963    89      12812.84      5061.23     17874.07
1963    90       8204.86      3252.27     11457.13
1963    91       5575.49      2153.18      7728.67
1963    92       3794.63      1248.01      5042.64
1963    93       2594.96       826.01      3420.97
1963    94       1951.89       581.04      2532.93
1963    95       1015.98       299.01      1314.99
1963    96        684.00       176.99       860.99
1963    97        434.98       121.99       556.97
1963    98        259.99        48.00       307.99
1963    99         99.98        15.00       114.98
1963   100         49.00        11.00        60.00
1963   101         27.00        12.00        39.00
1963   102         12.00         4.00        16.00
1963   103         12.00         0.00        12.00
1963   104          4.00         1.00         5.00
1963   105          2.00         0.00         2.00
1963   106          3.00         0.00         3.00
1963   107          1.00         0.00         1.00
1963   108          2.00         0.00         2.00
1963   109          2.00         0.00         2.00
1963   110+         0.00         0.00         0.00
1964     0     793953.16    833505.78   1627458.94
1964     1     766317.77    803536.03   1569853.80
1964     2     754389.42    787826.80   1542216.22
1964     3     774585.62    807626.76   1582212.38
1964     4     766044.03    796498.36   1562542.39
1964     5     774248.12    804067.94   1578316.06
1964     6     730160.36    757601.10   1487761.46
1964     7     767752.28    798662.39   1566414.67
1964     8     820597.19    855585.27   1676182.46
1964     9     823498.80    861617.25   1685116.05
1964    10     871526.57    898237.73   1769764.30
1964    11     925640.11    957106.41   1882746.52
1964    12     974994.65   1007528.22   1982522.87
1964    13    1049915.42   1097530.29   2147445.71
1964    14    1217135.75   1241032.78   2458168.53
1964    15    1197475.81   1231488.58   2428964.39
1964    16    1170259.81   1200855.72   2371115.53
1964    17     811664.09    834083.47   1645747.56
1964    18     730960.25    733834.67   1464794.92
1964    19     917470.63    913004.21   1830474.84
1964    20     948990.44    939844.10   1888834.54
1964    21     933479.93    923278.15   1856758.08
1964    22     963594.77    952730.59   1916325.36
1964    23     890796.73    880370.11   1771166.84
1964    24     785629.82    768388.23   1554018.05
1964    25     780106.23    770139.01   1550245.24
1964    26     887128.42    870221.21   1757349.63
1964    27     835944.69    828569.19   1664513.88
1964    28     870077.92    870752.64   1740830.56
1964    29     800645.35    797113.79   1597759.14
1964    30     822539.98    824532.22   1647072.20
1964    31     834956.86    844571.32   1679528.18
1964    32     794889.51    801710.41   1596599.92
1964    33     777453.88    792212.09   1569665.97
1964    34     761224.83    760191.06   1521415.89
1964    35     763688.02    766735.42   1530423.44
1964    36     725650.94    719232.85   1444883.79
1964    37     728387.59    719227.72   1447615.31
1964    38     711060.34    670234.19   1381294.53
1964    39     663774.14    605379.03   1269153.17
1964    40     659947.91    541195.39   1201143.30
1964    41     618702.38    487433.98   1106136.36
1964    42     613892.25    467287.60   1081179.85
1964    43     613994.39    480995.47   1094989.86
1964    44     531684.01    433063.24    964747.25
1964    45     513221.03    424894.82    938115.85
1964    46     523568.47    436373.75    959942.22
1964    47     522857.54    442014.31    964871.85
1964    48     513164.20    443076.96    956241.16
1964    49     520922.60    453735.91    974658.51
1964    50     498815.38    439451.89    938267.27
1964    51     502049.45    434689.02    936738.47
1964    52     479112.23    425945.82    905058.05
1964    53     461874.85    418884.80    880759.65
1964    54     456217.28    412746.19    868963.47
1964    55     423991.32    397657.27    821648.59
1964    56     431562.77    399812.45    831375.22
1964    57     335445.71    344191.75    679637.46
1964    58     379841.23    351988.10    731829.33
1964    59     342884.31    334125.32    677009.63
1964    60     359468.25    343651.68    703119.93
1964    61     357930.90    342293.58    700224.48
1964    62     338719.93    325535.07    664255.00
1964    63     318044.59    296759.03    614803.62
1964    64     291770.04    278480.21    570250.25
1964    65     283963.10    266999.18    550962.28
1964    66     271186.88    248660.22    519847.10
1964    67     250087.52    225957.98    476045.50
1964    68     241733.05    214842.19    456575.24
1964    69     224005.28    197991.86    421997.14
1964    70     203601.64    176045.61    379647.25
1964    71     200739.64    167735.48    368475.12
1964    72     166980.89    136825.63    303806.52
1964    73     173331.77    135637.01    308968.78
1964    74     174038.97    131029.03    305068.00
1964    75     148163.81    113883.96    262047.77
1964    76     130620.97     92248.43    222869.40
1964    77     119488.17     81290.94    200779.11
1964    78     105778.39     67782.51    173560.90
1964    79      95024.46     58464.42    153488.88
1964    80      89562.93     51374.08    140937.01
1964    81      76120.69     42455.31    118576.00
1964    82      67135.73     35960.93    103096.66
1964    83      54908.84     28166.73     83075.57
1964    84      46748.70     22903.99     69652.69
1964    85      38201.78     17903.39     56105.17
1964    86      30190.19     13503.69     43693.88
1964    87      25135.68     10581.64     35717.32
1964    88      17612.60      7400.13     25012.73
1964    89      13432.77      5154.21     18586.98
1964    90       9895.78      3719.14     13614.92
1964    91       6229.82      2331.21      8561.03
1964    92       4123.46      1534.14      5657.60
1964    93       2734.61       882.99      3617.60
1964    94       1842.94       547.99      2390.93
1964    95       1357.88       384.02      1741.90
1964    96        676.98       197.01       873.99
1964    97        467.00       101.99       568.99
1964    98        253.98        85.99       339.97
1964    99        158.99        28.00       186.99
1964   100         56.98        10.00        66.98
1964   101         27.00         5.00        32.00
1964   102         16.00         9.00        25.00
1964   103          9.00         1.00        10.00
1964   104          6.00         0.00         6.00
1964   105          3.00         0.00         3.00
1964   106          1.00         0.00         1.00
1964   107          1.00         0.00         1.00
1964   108          0.00         0.00         0.00
1964   109          1.00         0.00         1.00
1964   110+         2.00         0.00         2.00
1965     0     822615.00    863738.27   1686353.27
1965     1     790944.90    825740.09   1616684.99
1965     2     764984.09    798490.01   1563474.10
1965     3     755220.09    786097.95   1541318.04
1965     4     767762.24    800401.50   1568163.74
1965     5     767753.86    796237.10   1563990.96
1965     6     776066.06    804512.45   1580578.51
1965     7     731966.01    757855.86   1489821.87
1965     8     767847.96    797124.71   1564972.67
1965     9     821134.93    854826.24   1675961.17
1965    10     823255.24    859783.85   1683039.09
1965    11     872423.38    897516.16   1769939.54
1965    12     926911.96    956667.25   1883579.21
1965    13     975820.74   1006483.69   1982304.43
1965    14    1050491.82   1095548.98   2146040.80
1965    15    1218245.84   1237390.60   2455636.44
1965    16    1196629.52   1225647.98   2422277.50
1965    17    1169261.29   1194050.80   2363312.09
1965    18     808756.87    826062.16   1634819.03
1965    19     728740.04    726824.45   1455564.49
1965    20     914041.64    903619.01   1817660.65
1965    21     946680.50    931688.02   1878368.52
1965    22     931739.24    916160.70   1847899.94
1965    23     962070.89    947994.81   1910065.70
1965    24     890891.27    878938.71   1769829.98
1965    25     785827.30    767793.09   1553620.39
1965    26     781168.74    771592.09   1552760.83
1965    27     888476.01    872847.28   1761323.29
1965    28     836268.48    831157.17   1667425.65
1965    29     869983.57    873713.16   1743696.73
1965    30     800577.76    799699.15   1600276.91
1965    31     822711.41    826953.01   1649664.42
1965    32     835011.38    846703.34   1681714.72
1965    33     794427.66    803010.41   1597438.07
1965    34     777408.36    793525.11   1570933.47
1965    35     760900.84    760954.45   1521855.29
1965    36     762980.34    767054.12   1530034.46
1965    37     725048.47    718955.35   1444003.82
1965    38     726638.71    717694.39   1444333.10
1965    39     709473.51    669225.46   1378698.97
1965    40     662493.51    604138.66   1266632.17
1965    41     658719.48    540035.28   1198754.76
1965    42     617135.59    486367.03   1103502.62
1965    43     611476.79    465117.80   1076594.59
1965    44     611491.45    478915.20   1090406.65
1965    45     529946.13    431237.93    961184.06
1965    46     511679.86    423274.87    934954.73
1965    47     521334.17    434207.68    955541.85
1965    48     520896.54    439785.79    960682.33
1965    49     510936.72    440416.44    951353.16
1965    50     518509.02    450880.68    969389.70
1965    51     495873.28    436077.01    931950.29
1965    52     498815.63    430738.35    929553.98
1965    53     474848.93    421815.51    896664.44
1965    54     458536.30    414538.16    873074.46
1965    55     451955.67    407803.37    859759.04
1965    56     419475.97    392489.04    811965.01
1965    57     428907.88    396259.20    825167.08
1965    58     332240.46    339065.65    671306.11
1965    59     375920.04    346304.80    722224.84
1965    60     338738.68    328010.37    666749.05
1965    61     355169.02    336784.34    691953.36
1965    62     352115.98    333937.79    686053.77
1965    63     332913.17    316847.82    649760.99
1965    64     312241.01    288050.39    600291.40
1965    65     286130.41    270002.01    556132.42
1965    66     277399.09    258102.99    535502.08
1965    67     264654.03    239279.24    503933.27
1965    68     243446.25    216527.91    459974.16
1965    69     234800.98    205179.98    439980.96
1965    70     217132.05    188202.37    405334.42
1965    71     196258.24    166390.39    362648.63
1965    72     192575.04    157504.30    350079.34
1965    73     159372.94    127894.71    287267.65
1965    74     164708.57    125941.05    290649.62
1965    75     164410.91    120606.48    285017.39
1965    76     138655.04    103973.12    242628.16
1965    77     121665.05     83387.44    205052.49
1965    78     109934.96     72648.82    182583.78
1965    79      96530.17     59831.51    156361.68
1965    80      86520.28     51651.63    138171.91
1965    81      80173.69     44356.37    124530.06
1965    82      67221.46     36093.66    103315.12
1965    83      58661.51     30147.34     88808.85
1965    84      47392.64     23202.22     70594.86
1965    85      39600.52     18667.56     58268.08
1965    86      31876.62     14278.02     46154.64
1965    87      24879.05     10665.40     35544.45
1965    88      20243.55      8208.40     28451.95
1965    89      13984.50      5656.96     19641.46
1965    90      10370.69      3782.07     14152.76
1965    91       7521.72      2686.04     10207.76
1965    92       4616.78      1680.14      6296.92
1965    93       2950.43      1027.09      3977.52
1965    94       1913.59       614.96      2528.55
1965    95       1275.92       366.97      1642.89
1965    96        897.86       250.00      1147.86
1965    97        427.98       106.00       533.98
1965    98        278.00        72.99       350.99
1965    99        151.98        43.99       195.97
1965   100         82.99        16.00        98.99
1965   101         24.98         7.00        31.98
1965   102         17.00         4.00        21.00
1965   103          7.00         5.00        12.00
1965   104          3.00         1.00         4.00
1965   105          4.00         0.00         4.00
1965   106          1.00         0.00         1.00
1965   107          1.00         0.00         1.00
1965   108          1.00         0.00         1.00
1965   109          0.00         0.00         0.00
1965   110+         1.00         0.00         1.00
1966     0     872558.35    911740.84   1784299.19
1966     1     820436.37    855121.30   1675557.67
1966     2     790468.09    822352.73   1612820.82
1966     3     764148.57    795044.12   1559192.69
1966     4     755795.05    785023.00   1540818.05
1966     5     762888.82    795213.53   1558102.35
1966     6     768896.35    796127.65   1565024.00
1966     7     777582.91    805031.17   1582614.08
1966     8     733294.59    758147.35   1491441.94
1966     9     768144.83    796432.61   1564577.44
1966    10     821250.83    853856.64   1675107.47
1966    11     823194.68    858274.29   1681468.97
1966    12     873065.05    896395.85   1769460.90
1966    13     927571.76    955314.79   1882886.55
1966    14     976048.59   1003849.25   1979897.84
1966    15    1050599.39   1091963.97   2142563.36
1966    16    1218100.49   1231993.87   2450094.36
1966    17    1195998.04   1219448.87   2415446.91
1966    18    1168685.06   1187743.04   2356428.10
1966    19     806517.88    819164.02   1625681.90
1966    20     727032.21    721446.85   1448479.06
1966    21     911599.61    896646.65   1808246.26
1966    22     945120.24    925818.02   1870938.26
1966    23     930449.13    911368.20   1841817.33
1966    24     960859.65    944881.94   1905741.59
1966    25     891021.83    878369.59   1769391.42
1966    26     785761.84    767826.16   1553588.00
1966    27     781847.44    773138.46   1554985.90
1966    28     889113.69    874991.89   1764105.58
1966    29     836265.47    833264.06   1669529.53
1966    30     869912.61    875941.66   1745854.27
1966    31     800512.49    801519.77   1602032.26
1966    32     822621.03    828561.22   1651182.25
1966    33     834734.20    848047.97   1682782.17
1966    34     793706.21    803529.57   1597235.78
1966    35     776996.06    793967.29   1570963.35
1966    36     759678.11    760598.77   1520276.88
1966    37     761286.00    766063.77   1527349.77
1966    38     723508.70    717931.41   1441440.11
1966    39     725156.40    716114.93   1441271.33
1966    40     707943.09    667889.37   1375832.46
1966    41     661123.95    602670.06   1263794.01
1966    42     657500.68    538731.43   1196232.11
1966    43     615689.78    485183.75   1100873.53
1966    44     609403.63    463087.26   1072490.89
1966    45     609341.09    476855.33   1086196.42
1966    46     528311.80    429493.47    957805.27
1966    47     509939.63    421267.88    931207.51
1966    48     519112.96    431684.19    950797.15
1966    49     518913.31    437275.25    956188.56
1966    50     508167.43    437063.64    945231.07
1966    51     515120.85    447078.55    962199.40
1966    52     492705.52    432192.75    924898.27
1966    53     495471.56    426676.18    922147.74
1966    54     471110.22    417350.72    888460.94
1966    55     455237.61    410006.97    865244.58
1966    56     447698.17    402590.06    850288.23
1966    57     415279.14    387048.92    802328.06
1966    58     425229.52    390879.02    816108.54
1966    59     328962.26    333679.09    662641.35
1966    60     371855.84    340065.17    711921.01
1966    61     334337.04    321243.34    655580.38
1966    62     350512.13    329028.71    679540.84
1966    63     346169.19    325175.45    671344.64
1966    64     326792.70    307341.96    634134.66
1966    65     306606.69    279113.85    585720.54
1966    66     280199.62    260603.72    540803.34
1966    67     270596.28    248391.53    518987.81
1966    68     257669.15    229338.05    487007.20
1966    69     236196.10    206179.28    442375.38
1966    70     227196.32    194758.61    421954.93
1966    71     209608.56    177591.55    387200.11
1966    72     188427.36    156043.16    344470.52
1966    73     183885.38    146516.11    330401.49
1966    74     151195.84    118238.36    269434.20
1966    75     155636.56    115484.38    271120.94
1966    76     154125.17    109739.17    263864.34
1966    77     128456.10     93491.05    221947.15
1966    78     111989.24     74260.22    186249.46
1966    79      99991.82     63757.25    163749.07
1966    80      87103.49     52357.63    139461.12
1966    81      76917.13     44032.25    120949.38
1966    82      70469.54     37353.01    107822.55
1966    83      58041.32     29914.35     87955.67
1966    84      50032.38     24609.06     74641.44
1966    85      39877.53     18622.99     58500.52
1966    86      32791.41     14627.36     47418.77
1966    87      25735.53     10902.85     36638.38
1966    88      19810.97      8000.26     27811.23
1966    89      15741.48      6060.29     21801.77
1966    90      10560.45      4133.89     14694.34
1966    91       7606.65      2655.02     10261.67
1966    92       5427.69      1809.99      7237.68
1966    93       3226.76      1100.11      4326.87
1966    94       2051.41       693.07      2744.48
1966    95       1249.58       397.95      1647.53
1966    96        828.92       233.97      1062.89
1966    97        580.86       146.00       726.86
1966    98        256.98        65.00       321.98
1966    99        159.00        35.99       194.99
1966   100         84.98        21.99       106.97
1966   101         50.99         8.00        58.99
1966   102         15.98         5.00        20.98
1966   103          8.00         1.00         9.00
1966   104          3.00         2.00         5.00
1966   105          0.00         0.00         0.00
1966   106          1.00         0.00         1.00
1966   107          1.00         0.00         1.00
1966   108          1.00         0.00         1.00
1966   109          1.00         0.00         1.00
1966   110+         1.00         0.00         1.00
1967     0     647238.63    693796.25   1341034.88
1967     1     870269.08    907681.14   1777950.22
1967     2     819323.31    854870.66   1674193.97
1967     3     790021.96    822750.97   1612772.93
1967     4     763764.27    795172.34   1558936.61
1967     5     755084.53    785330.95   1540415.48
1967     6     763527.94    795896.15   1559424.09
1967     7     768169.55    796098.57   1564268.12
1967     8     777849.63    805522.07   1583371.70
1967     9     732922.67    758379.28   1491301.95
1967    10     768772.51    797953.95   1566726.46
1967    11     819981.15    851811.30   1671792.45
