Year     Age      Female         Male        Total
2003     3     564072.53    593688.38   1157760.91
2003     4     578021.97    607103.26   1185125.23
2003     5     574447.20    602074.87   1176522.07
2003     6     579933.49    609707.00   1189640.49
2003     7     574095.53    601629.43   1175724.96
2003     8     593657.07    623889.57   1217546.64
2003     9     573338.29    602504.39   1175842.68
2003    10     581373.62    612441.56   1193815.18
2003    11     589359.00    620332.09   1209691.09
2003    12     592126.74    621362.39   1213489.13
2003    13     608136.24    641351.16   1249487.40
2003    14     636170.18    670315.17   1306485.35
2003    15     647572.77    682046.77   1329619.54
2003    16     662770.59    702684.99   1365455.58
2003    17     688135.89    727937.77   1416073.66
2003    18     711922.78    751645.78   1463568.56
2003    19     719396.50    758034.62   1477431.12
2003    20     717492.68    750460.83   1467953.51
2003    21     722119.61    755993.14   1478112.75
2003    22     744632.64    784229.50   1528862.14
2003    23     766686.38    806376.47   1573062.85
2003    24     799099.86    834668.93   1633768.79
2003    25     817504.77    849376.88   1666881.65
2003    26     855684.92    888155.83   1743840.75
2003    27     891927.23    923943.10   1815870.33
2003    28     946103.82    979563.23   1925667.05
2003    29     977408.01   1006109.72   1983517.73
2003    30     962723.67    993529.00   1956252.67
2003    31     941875.09    970525.47   1912400.56
2003    32     917387.49    946388.41   1863775.90
2003    33     890632.27    914529.15   1805161.42
2003    34     884130.46    908789.92   1792920.38
2003    35     920929.63    937770.72   1858700.35
2003    36     640149.66    664374.75   1304524.41
2003    37     869485.72    884966.17   1754451.89
2003    38     812609.06    831374.09   1643983.15
2003    39     786566.87    803434.30   1590001.17
2003    40     762402.07    778062.89   1540464.96
2003    41     751657.11    766125.90   1517783.01
2003    42     760689.82    772069.18   1532759.00
2003    43     765709.68    776364.73   1542074.41
2003    44     778289.00    786195.56   1564484.56
2003    45     732081.25    739821.40   1471902.65
2003    46     772437.13    780472.61   1552909.74
2003    47     805735.09    813585.28   1619320.37
2003    48     812324.64    821780.68   1634105.32
2003    49     858478.29    856124.12   1714602.41
2003    50     910359.36    907788.64   1818148.00
2003    51     955811.83    949464.68   1905276.51
2003    52    1027512.72   1030482.93   2057995.65
2003    53    1177786.98   1161190.04   2338977.02
2003    54    1160272.09   1151431.80   2311703.89
2003    55    1142793.22   1132368.86   2275162.08
2003    56     783829.48    773523.30   1557352.78
2003    57     703474.70    682045.59   1385520.29
2003    58     891621.25    856672.14   1748293.39
2003    59     917696.01    880273.02   1797969.03
2003    60     903312.39    866815.97   1770128.36
2003    61     923503.32    876948.41   1800451.73
2003    62     850711.95    805576.68   1656288.63
2003    63     744722.26    699052.97   1443775.23
2003    64     735840.91    688715.53   1424556.44
2003    65     831456.74    766653.83   1598110.57
2003    66     781493.73    715768.16   1497261.89
2003    67     804926.95    730395.58   1535322.53
2003    68     732358.78    648871.54   1381230.32
2003    69     738522.60    649122.78   1387645.38
2003    70     744065.75    647356.86   1391422.61
2003    71     697263.57    593371.32   1290634.89
2003    72     673609.76    570380.83   1243990.59
2003    73     651478.13    531472.67   1182950.80
2003    74     643417.39    515399.93   1158817.32
2003    75     599745.85    467237.22   1066983.07
2003    76     592959.28    452480.94   1045440.22
2003    77     565806.31    401067.50    966873.81
2003    78     508715.77    343893.17    852608.94
2003    79     490965.18    290732.20    781697.38
2003    80     448708.15    241384.27    690092.42
2003    81     423125.24    215480.82    638606.06
2003    82     402556.71    201907.21    604463.92
2003    83     324070.20    163880.95    487951.15
2003    84     293914.93    143257.57    437172.50
2003    85     279131.06    131611.83    410742.89
2003    86     253016.25    114378.12    367394.37
2003    87     228597.80     99838.81    328436.61
2003    88     203175.24     86042.74    289217.98
2003    89     174311.59     69429.55    243741.14
2003    90     146534.53     54600.74    201135.27
2003    91     122398.13     42944.14    165342.27
2003    92      96981.89     32292.68    129274.57
2003    93      76590.86     24018.89    100609.75
2003    94      58646.56     17530.46     76177.02
2003    95      43553.78     12095.02     55648.80
2003    96      26739.17      7402.76     34141.93
2003    97      20574.09      5019.88     25593.97
2003    98      13751.18      3242.03     16993.21
2003    99       9678.82      2120.99     11799.81
2003   100       6213.37      1273.21      7486.58
2003   101       3927.85       743.70      4671.55
2003   102       2144.47       378.36      2522.83
2003   103       1267.25       211.19      1478.44
2003   104        738.15       117.09       855.24
2003   105        371.07        58.05       429.12
2003   106        185.03        34.03       219.06
2003   107         94.01        19.01       113.02
2003   108         37.00         4.00        41.00
2003   109         22.00         2.00        24.00
2003   110+        16.00         6.00        22.00
2004     0     544415.68    573654.18   1118069.86
2004     1     555636.29    586048.23   1141684.52
2004     2     564659.33    594447.15   1159106.48
2004     3     574351.22    605089.50   1179440.72
2004     4     565307.51    595316.88   1160624.39
2004     5     578641.09    607858.02   1186499.11
2004     6     574728.11    602553.80   1177281.91
2004     7     580011.18    609813.28   1189824.46
2004     8     574418.89    602202.27   1176621.16
2004     9     593627.07    623948.91   1217575.98
2004    10     573418.81    602750.48   1176169.29
2004    11     581322.90    612641.32   1193964.22
2004    12     589418.13    620465.68   1209883.81
2004    13     591924.96    621481.32   1213406.28
2004    14     608085.37    641936.58   1250021.95
2004    15     636315.92    671187.68   1307503.60
2004    16     647054.18    682327.96   1329382.14
2004    17     662775.58    704290.41   1367065.99
2004    18     686484.68    728369.93   1414854.61
2004    19     707612.58    748521.27   1456133.85
2004    20     714488.94    753671.13   1468160.07
2004    21     711263.90    743160.86   1454424.76
2004    22     716528.50    749212.86   1465741.36
2004    23     738779.87    774712.99   1513492.86
2004    24     762845.36    798710.74   1561556.10
2004    25     796508.44    828823.83   1625332.27
2004    26     816229.91    845972.85   1662202.76
2004    27     854500.53    885360.46   1739860.99
2004    28     891189.70    922228.91   1813418.61
2004    29     945883.06    978333.41   1924216.47
2004    30     977187.39   1004853.26   1982040.65
2004    31     962484.95    992415.22   1954900.17
2004    32     942063.26    969978.60   1912041.86
2004    33     917142.28    944924.95   1862067.23
2004    34     890697.11    913668.68   1804365.79
2004    35     884439.89    908130.78   1792570.67
2004    36     920912.27    937110.25   1858022.52
2004    37     640426.96    663875.61   1304302.57
2004    38     870014.24    884661.78   1754676.02
2004    39     813227.46    831484.71   1644712.17
2004    40     786631.86    802795.99   1589427.85
2004    41     762352.35    777023.43   1539375.78
2004    42     751673.88    765188.86   1516862.74
2004    43     760398.89    770644.35   1531043.24
2004    44     765482.27    775013.99   1540496.26
2004    45     777827.50    784145.00   1561972.50
2004    46     731419.28    737732.54   1469151.82
2004    47     771963.41    778287.84   1550251.25
2004    48     804893.47    811239.64   1616133.11
2004    49     811526.12    819273.88   1630800.00
2004    50     857390.44    853193.21   1710583.65
2004    51     909084.50    904265.26   1813349.76
2004    52     954579.34    945839.27   1900418.61
2004    53    1025935.62   1025948.55   2051884.17
2004    54    1176031.72   1156165.76   2332197.48
2004    55    1158209.40   1145870.52   2304079.92
2004    56    1140708.47   1126541.70   2267250.17
2004    57     782315.07    769147.52   1551462.59
2004    58     701862.84    678101.77   1379964.61
2004    59     890005.15    851790.69   1741795.84
2004    60     916252.54    875914.94   1792167.48
2004    61     901145.92    860797.66   1761943.58
2004    62     921569.82    871188.39   1792758.21
2004    63     847999.39    799065.12   1647064.51
2004    64     741772.80    692763.06   1434535.86
2004    65     732774.15    681860.21   1414634.36
2004    66     826568.79    757107.89   1583676.68
2004    67     777198.98    706339.92   1483538.90
2004    68     799893.64    719135.24   1519028.88
2004    69     727619.56    638040.68   1365660.24
2004    70     732688.96    636850.66   1369539.62
2004    71     737899.95    633468.64   1371368.59
2004    72     690246.03    579247.61   1269493.64
2004    73     666348.13    554871.33   1221219.46
2004    74     643448.82    515680.66   1159129.48
2004    75     634857.52    498978.92   1133836.44
2004    76     590313.64    450756.54   1041070.18
2004    77     582485.04    434824.58   1017309.62
2004    78     554576.93    383208.78    937785.71
2004    79     496875.54    326897.63    823773.17
2004    80     474401.14    268938.64    743339.78
2004    81     434267.97    226049.59    660317.56
2004    82     407596.82    199979.97    607576.79
2004    83     385467.95    185923.83    571391.78
2004    84     308444.76    149492.31    457937.07
2004    85     277536.32    129025.09    406561.41
2004    86     261660.22    117506.49    379166.71
2004    87     235052.30    100859.42    335911.72
2004    88     210037.71     86702.52    296740.23
2004    89     184608.15     73578.19    258186.34
2004    90     156269.61     58363.52    214633.13
2004    91     129505.78     45034.34    174540.12
2004    92     106473.62     34871.36    141344.98
2004    93      82949.80     25763.58    108713.38
2004    94      63908.06     18664.07     82572.13
2004    95      48176.25     13260.82     61437.07
2004    96      34974.89      8959.61     43934.50
2004    97      21026.92      5366.55     26393.47
2004    98      15858.05      3537.26     19395.31
2004    99      10268.41      2265.97     12534.38
2004   100       7082.25      1376.18      8458.43
2004   101       4413.97       828.73      5242.70
2004   102       2749.59       457.39      3206.98
2004   103       1423.31       227.19      1650.50
2004   104        841.16       123.10       964.26
2004   105        496.10        65.04       561.14
2004   106        225.04        38.03       263.07
2004   107        110.01        19.01       129.02
2004   108         49.00        11.00        60.00
2004   109         21.00         2.00        23.00
2004   110+        23.00         0.00        23.00
2005     0     535620.84    562577.10   1098197.94
2005     1     541649.50    569911.22   1111560.72
2005     2     553044.70    582628.89   1135673.59
2005     3     563285.21    592621.86   1155907.07
2005     4     575783.48    606871.33   1182654.81
2005     5     566568.49    596973.43   1163541.92
2005     6     579295.23    608627.81   1187923.04
2005     7     575018.02    603049.76   1178067.78
2005     8     580111.88    609911.56   1190023.44
2005     9     574751.25    602775.11   1177526.36
2005    10     593615.07    624004.25   1217619.32
2005    11     573495.32    603011.59   1176506.91
2005    12     581303.19    612848.09   1194151.28
2005    13     589484.27    620572.25   1210056.52
2005    14     591727.18    621583.24   1213310.42
2005    15     608027.51    642495.98   1250523.49
2005    16     636437.65    672017.15   1308454.80
2005    17     646518.58    682559.11   1329077.69
2005    18     662759.57    705905.86   1368665.43
2005    19     684818.46    728786.10   1413604.56
2005    20     703330.39    745353.75   1448684.14
2005    21     709559.38    749336.71   1458896.09
2005    22     705012.11    735852.92   1440865.03
2005    23     710928.38    742414.61   1453342.99
2005    24     732892.09    765164.48   1498056.57
2005    25     759027.33    791049.07   1550076.40
2005    26     793925.02    823032.85   1616957.87
2005    27     814982.06    842586.89   1657568.95
2005    28     853281.13    882574.17   1735855.30
2005    29     890433.16    920538.80   1810971.96
2005    30     945640.30    977148.71   1922789.01
2005    31     976963.75   1003540.82   1980504.57
2005    32     962221.21    991255.47   1953476.68
2005    33     942244.43    969395.77   1911640.20
2005    34     916891.05    943455.58   1860346.63
2005    35     890699.93    912825.33   1803525.26
2005    36     884711.29    907389.64   1792100.93
2005    37     920877.89    936369.79   1857247.68
2005    38     640681.25    663318.49   1303999.74
2005    39     870446.73    884302.43   1754749.16
2005    40     813809.84    831464.31   1645274.15
2005    41     786652.83    802128.77   1588781.60
2005    42     762221.60    775935.04   1538156.64
2005    43     751608.63    764174.89   1515783.52
2005    44     760100.95    769199.64   1529300.59
2005    45     765215.84    773536.29   1538752.13
2005    46     777304.96    781913.44   1559218.40
2005    47     730693.29    735551.78   1466245.07
2005    48     771355.66    775989.17   1547344.83
2005    49     803901.81    808864.22   1612766.03
2005    50     810589.55    816522.11   1627111.66
2005    51     856129.52    850117.47   1706246.99
2005    52     907680.58    900605.11   1808285.69
2005    53     953199.80    941868.94   1895068.74
2005    54    1024097.43   1021303.57   2045401.00
2005    55    1173993.35   1150920.89   2324914.24
2005    56    1155763.57   1140166.79   2295930.36
2005    57    1138416.62   1120437.00   2258853.62
2005    58     780647.60    764448.97   1545096.57
2005    59     700127.91    673859.18   1373987.09
2005    60     888062.94    846457.50   1734520.44
2005    61     914575.97    871145.23   1785721.20
2005    62     898902.39    854433.85   1753336.24
2005    63     919282.20    864840.67   1784122.87
2005    64     845038.73    792163.05   1637201.78
2005    65     738565.22    686106.63   1424671.85
2005    66     729447.28    674195.96   1403643.24
2005    67     821379.71    747029.50   1568409.21
2005    68     772576.08    696096.98   1468673.06
2005    69     794411.14    707330.64   1501741.78
2005    70     722380.16    626665.55   1349045.71
2005    71     726483.14    623778.12   1350261.26
2005    72     731322.95    618954.35   1350277.30
2005    73     682705.27    564484.84   1247190.11
2005    74     658407.24    538622.76   1197030.00
2005    75     634959.29    499242.72   1134202.01
2005    76     625419.32    481692.85   1107112.17
2005    77     580133.12    433225.60   1013358.72
2005    78     571393.51    416193.18    987586.69
2005    79     542223.13    364475.08    906698.21
2005    80     480832.98    304623.56    785456.54
2005    81     459498.66    251851.80    711350.46
2005    82     418881.38    210265.04    629146.42
2005    83     391123.98    184629.84    575753.82
2005    84     367642.79    170021.16    537663.95
2005    85     292038.93    135361.38    427400.31
2005    86     260503.35    115263.53    375766.88
2005    87     243521.99    103941.12    347463.11
2005    88     216389.94     87926.67    304316.61
2005    89     191577.40     74631.63    266209.03
2005    90     166196.85     62205.98    228402.83
2005    91     138716.52     48408.71    187125.23
2005    92     112924.91     36770.20    149695.11
2005    93      91502.13     27873.47    119375.60
2005    94      69800.73     20214.11     90014.84
2005    95      52806.47     14246.71     67053.18
2005    96      38882.08      9821.43     48703.51
2005    97      27678.19      6525.21     34203.40
2005    98      16251.80      3805.02     20056.82
2005    99      11945.14      2431.17     14376.31
2005   100       7460.75      1520.24      8980.99
2005   101       5025.77       881.70      5907.47
2005   102       3026.65       491.40      3518.05
2005   103       1827.38       275.21      2102.59
2005   104        899.19       145.11      1044.30
2005   105        525.09        64.04       589.13
2005   106        308.06        34.01       342.07
2005   107        146.02        21.01       167.03
2005   108         66.00        10.00        76.00
2005   109         23.00         5.00        28.00
2005   110+        23.00         0.00        23.00
2006     0     508775.20    532040.86   1040816.06
2006     1     528645.58    553700.96   1082346.54
2006     2     539807.53    567304.52   1107112.05
2006     3     551104.63    580056.28   1131160.91
2006     4     562216.41    591200.06   1153416.47
2006     5     576706.23    607960.35   1184666.58
2006     6     567453.26    598065.75   1165519.01
2006     7     579767.68    609114.27   1188881.95
2006     8     575274.79    603401.35   1178676.14
2006     9     580167.08    609944.88   1190111.96
2006    10     575101.80    603375.70   1178477.50
2006    11     594000.42    624690.44   1218690.86
2006    12     573757.36    603558.36   1177315.72
2006    13     581491.10    613363.63   1194854.73
2006    14     589339.31    620495.25   1209834.56
2006    15     591010.64    621094.42   1212105.06
2006    16     607119.79    641852.28   1248972.07
2006    17     635619.75    671402.64   1307022.39
2006    18     645054.15    681351.77   1326405.92
2006    19     661640.53    705332.63   1366973.16
2006    20     682919.35    727532.31   1410451.66
2006    21     699933.10    741970.86   1441903.96
2006    22     705877.51    745465.81   1451343.32
2006    23     700663.72    730433.57   1431097.29
2006    24     707169.79    737503.80   1444673.59
2006    25     729077.03    758487.23   1487564.26
2006    26     756705.92    785832.53   1542538.45
2006    27     792580.73    819381.59   1611962.32
2006    28     814560.87    840656.29   1655217.16
2006    29     852872.77    881086.19   1733958.96
2006    30     890221.38    919771.43   1809992.81
2006    31     945927.68    976901.12   1922828.80
2006    32     977123.52   1003241.59   1980365.11
2006    33     962365.28    991114.14   1953479.42
2006    34     942583.48    969434.91   1912018.39
2006    35     916890.86    942769.96   1859660.82
2006    36     891023.45    912692.47   1803715.92
2006    37     885190.66    907291.45   1792482.11
2006    38     921061.32    936097.15   1857158.47
2006    39     640984.01    663087.49   1304071.50
2006    40     870916.73    883990.87   1754907.60
2006    41     814209.05    831445.52   1645654.57
2006    42     786714.16    801521.29   1588235.45
2006    43     762250.38    775221.62   1537472.00
2006    44     751516.72    763241.38   1514758.10
2006    45     759801.38    767923.58   1527724.96
2006    46     764870.06    772161.19   1537031.25
2006    47     776823.52    780014.68   1556838.20
2006    48     729968.29    733546.85   1463515.14
2006    49     770785.02    773830.44   1544615.46
2006    50     802984.23    806422.72   1609406.95
2006    51     809661.43    813975.76   1623637.19
2006    52     854913.33    847039.66   1701952.99
2006    53     906383.63    897125.65   1803509.28
2006    54     951908.25    938171.70   1890079.95
2006    55    1022353.05   1016704.72   2039057.77
2006    56    1171955.65   1145405.38   2317361.03
2006    57    1153589.66   1134199.57   2287789.23
2006    58    1136258.32   1114136.91   2250395.23
2006    59     779015.41    759650.08   1538665.49
2006    60     698455.73    669326.30   1367782.03
2006    61     885913.44    840688.27   1726601.71
2006    62     912234.12    865132.70   1777366.82
2006    63     896367.35    846991.36   1743358.71
2006    64     916480.37    857369.63   1773850.00
2006    65     841562.54    784151.19   1625713.73
2006    66     735171.56    678481.00   1413652.56
2006    67     725821.96    665674.07   1391496.03
2006    68     815935.90    736088.96   1552024.86
2006    69     767521.93    684729.87   1452251.80
2006    70     788591.53    694062.45   1482653.98
2006    71     716505.33    613708.33   1330213.66
2006    72     719535.38    609193.06   1328728.44
2006    73     723984.23    603026.65   1327010.88
2006    74     674297.04    548057.04   1222354.08
2006    75     649347.21    520770.52   1170117.73
2006    76     625335.36    481113.08   1106448.44
2006    77     614714.43    462514.23   1077228.66
2006    78     568864.04    413586.49    982450.53
2006    79     559042.44    395825.04    954867.48
2006    80     522932.15    338954.32    861886.47
2006    81     465636.66    284993.31    750629.97
2006    82     442877.03    233697.92    676574.95
2006    83     401539.59    193711.64    595251.23
2006    84     372737.96    168322.68    541060.64
2006    85     347602.41    153321.63    500924.04
2006    86     274243.05    120735.78    394978.83
2006    87     242310.38    101278.52    343588.90
2006    88     224124.75     90159.31    314284.06
2006    89     196902.68     75133.77    272036.45
2006    90     171891.09     62585.42    234476.51
2006    91     146933.64     51287.83    198221.47
2006    92     120831.61     39184.13    160015.74
2006    93      96510.33     29149.11    125659.44
2006    94      76430.84     21555.60     97986.44
2006    95      57336.01     15283.53     72619.54
2006    96      42281.17     10378.12     52659.29
2006    97      30448.24      6953.76     37402.00
2006    98      21198.77      4484.31     25683.08
2006    99      12107.89      2570.87     14678.76
2006   100       8620.41      1546.35     10166.76
2006   101       5263.27       978.73      6242.00
2006   102       3438.42       545.39      3983.81
2006   103       1956.42       289.21      2245.63
2006   104       1161.24       148.10      1309.34
2006   105        561.12        81.05       642.17
2006   106        336.05        29.01       365.06
2006   107        181.03        17.00       198.03
2006   108         78.00        10.00        88.00
2006   109         42.00         6.00        48.00
2006   110+        18.00         2.00        20.00
2007     0     530034.45    557698.04   1087732.49
2007     1     508383.71    531862.62   1040246.33
2007     2     528714.07    553778.99   1082493.06
2007     3     539967.16    567316.05   1107283.21
2007     4     551029.77    579814.08   1130843.85
2007     5     562107.98    590864.53   1152972.51
2007     6     575978.44    606951.21   1182929.65
2007     7     567214.22    597470.25   1164684.47
2007     8     579717.19    608813.86   1188531.05
2007     9     575460.81    603364.36   1178825.17
2007    10     580051.19    609753.40   1189804.59
2007    11     575516.16    604062.84   1179579.00
2007    12     595603.25    627243.07   1222846.32
2007    13     574526.81    605018.46   1179545.27
2007    14     582334.33    614805.92   1197140.25
2007    15     588582.86    619887.69   1208470.55
2007    16     588775.31    618897.40   1207672.71
2007    17     603666.28    637708.73   1241375.01
2007    18     631930.59    666525.84   1298456.43
2007    19     640726.93    675735.16   1316462.09
2007    20     657337.84    698346.28   1355684.12
2007    21     680340.09    721248.44   1401588.53
2007    22     699165.25    738059.93   1437225.18
2007    23     706016.68    743159.32   1449176.00
2007    24     702219.02    730840.32   1433059.34
2007    25     709013.29    738406.59   1447419.88
2007    26     731630.35    760527.46   1492157.81
2007    27     758974.11    788107.82   1547081.93
2007    28     794964.52    822300.69   1617265.21
2007    29     816667.05    843189.14   1659856.19
2007    30     854849.34    883649.08   1738498.42
2007    31     891820.37    921984.28   1813804.65
2007    32     947885.45    979595.78   1927481.23
2007    33     978564.24   1005903.76   1984468.00
2007    34     963850.69    993976.16   1957826.85
2007    35     943534.54    971501.58   1915036.12
2007    36     917803.05    944742.54   1862545.59
2007    37     892328.82    914890.72   1807219.54
2007    38     886388.61    908899.54   1795288.15
2007    39     922064.19    937513.51   1859577.70
2007    40     641515.16    663954.29   1305469.45
2007    41     871344.31    884175.05   1755519.36
2007    42     814276.61    831482.08   1645758.69
2007    43     787007.55    801458.70   1588466.25
2007    44     762712.64    775643.78   1538356.42
2007    45     751555.47    762792.67   1514348.14
2007    46     759814.32    767601.13   1527415.45
2007    47     764434.30    771172.17   1535606.47
2007    48     776701.85    779340.54   1556042.39
2007    49     729648.00    732470.67   1462118.67
2007    50     770266.44    772545.82   1542812.26
2007    51     802244.09    804713.98   1606958.07
2007    52     809054.33    812333.75   1621388.08
2007    53     854193.30    845145.15   1699338.45
2007    54     905626.06    895078.13   1800704.19
2007    55     951196.79    935408.93   1886605.72
2007    56    1021211.43   1013832.09   2035043.52
2007    57    1170380.69   1141115.26   2311495.95
2007    58    1152098.53   1129472.47   2281571.00
2007    59    1134872.19   1109048.52   2243920.71
2007    60     777680.60    755554.95   1533235.55
2007    61     697226.01    665165.07   1362391.08
2007    62     883834.02    834229.31   1718063.33
2007    63     909021.68    856646.65   1765668.33
2007    64     893329.61    838607.33   1731936.94
2007    65     912960.59    848073.74   1761034.33
2007    66     837541.73    774712.42   1612254.15
2007    67     731571.67    669317.77   1400889.44
2007    68     721706.01    655999.68   1377705.69
2007    69     811176.39    723579.10   1534755.49
2007    70     762575.99    671803.93   1434379.92
2007    71     782535.74    679696.80   1462232.54
2007    72     710083.11    599185.07   1309268.18
2007    73     712701.89    593352.12   1306054.01
2007    74     716121.15    585690.59   1301811.74
2007    75     665636.01    529910.44   1195546.45
2007    76     639911.88    501572.32   1141484.20
2007    77     615399.50    461116.60   1076516.10
2007    78     603211.24    441200.13   1044411.37
2007    79     557119.28    392758.52    949877.80
2007    80     530037.38    364173.85    894211.23
2007    81     506765.84    317890.17    824656.01
2007    82     449393.33    265349.18    714742.51
2007    83     425441.46    215795.04    641236.50
2007    84     383209.84    177380.90    560590.74
2007    85     353651.05    152625.39    506276.44
2007    86     326837.15    137269.08    464106.23
2007    87     255587.23    106715.70    362302.93
2007    88     223687.57     88509.34    312196.91
2007    89     204489.73     77401.14    281890.87
2007    90     177262.66     63545.44    240808.10
2007    91     152551.13     51894.73    204445.86
2007    92     128311.82     41840.03    170151.85
2007    93     103896.14     31327.48    135223.62
2007    94      81023.16     22810.55    103833.71
2007    95      63112.11     16383.88     79495.99
2007    96      46460.79     11253.63     57714.42
2007    97      33405.35      7524.07     40929.42
2007    98      23429.80      4835.24     28265.04
2007    99      15836.67      3079.30     18915.97
2007   100       8814.21      1723.26     10537.47
2007   101       6030.88      1018.97      7049.85
2007   102       3601.93       617.47      4219.40
2007   103       2273.18       322.23      2595.41
2007   104       1282.29       168.12      1450.41
2007   105        698.15        83.05       781.20
2007   106        345.07        39.02       384.09
2007   107        189.02        15.00       204.02
2007   108        101.01         8.00       109.01
2007   109         45.00         4.00        49.00
2007   110+        30.00         3.00        33.00
2008     0     527273.24    556445.97   1083719.21
2008     1     527323.71    554217.57   1081541.28
2008     2     508243.28    531967.58   1040210.86
2008     3     528825.57    553940.08   1082765.65
2008     4     540177.80    567367.61   1107545.41
2008     5     550967.92    579591.89   1130559.81
2008     6     562000.56    590562.02   1152562.58
2008     7     575264.65    605936.06   1181200.71
2008     8     566985.18    596887.76   1163872.94
2008     9     579689.70    608534.46   1188224.16
2008    10     575640.83    603336.37   1178977.20
2008    11     579938.31    609541.91   1189480.22
2008    12     575929.52    604767.99   1180697.51
2008    13     597218.08    629792.70   1227010.78
2008    14     575291.27    606456.55   1181747.82
2008    15     583169.56    616257.22   1199426.78
2008    16     587802.41    619256.10   1207058.51
2008    17     586530.98    616700.38   1203231.36
2008    18     600202.77    633513.13   1233715.90
2008    19     628230.43    661593.00   1289823.43
2008    20     636392.71    670125.56   1306518.27
2008    21     653040.16    691377.94   1344418.10
2008    22     677730.83    714963.56   1392694.39
2008    23     698408.41    734088.97   1432497.38
2008    24     706141.86    740841.82   1446983.68
2008    25     703781.33    731256.06   1435037.39
2008    26     710899.80    739346.40   1450246.20
2008    27     734176.69    762536.66   1496713.35
2008    28     761240.30    790427.14   1551667.44
2008    29     797339.31    825209.78   1622549.09
2008    30     818788.25    845679.95   1664468.20
2008    31     856839.93    886274.00   1743113.93
2008    32     893399.37    924160.10   1817559.47
2008    33     949803.22    982250.41   1932053.63
2008    34     980030.98   1008516.89   1988547.87
2008    35     965289.11    996792.14   1962081.25
2008    36     944500.62    973496.19   1917996.81
2008    37     918639.24    946669.09   1865308.33
2008    38     893625.20    916972.88   1810598.08
2008    39     887574.57    910408.54   1797983.11
2008    40     922985.06    938791.76   1861776.82
2008    41     642061.33    664763.04   1306824.37
2008    42     871733.91    884289.18   1756023.09
2008    43     814273.18    831383.53   1645656.71
2008    44     787226.95    801282.02   1588508.97
2008    45     763187.91    775939.85   1539127.76
2008    46     751449.21    762202.85   1513652.06
2008    47     759719.27    767252.64   1526971.91
2008    48     763976.56    770061.06   1534037.62
2008    49     776480.18    778564.33   1555044.51
2008    50     729211.71    731226.35   1460438.06
2008    51     769716.90    771103.07   1540819.97
2008    52     801419.98    802834.09   1604254.07
2008    53     808374.25    810643.69   1619017.94
2008    54     853367.30    842933.40   1696300.70
2008    55     904774.54    892608.28   1797382.82
2008    56     950238.34    932281.88   1882520.22
2008    57    1019873.85   1010622.18   2030496.03
2008    58    1168540.76   1136180.64   2304721.40
2008    59    1150559.48   1124285.99   2274845.47
2008    60    1133438.16   1103469.74   2236907.90
2008    61     776269.84    750931.41   1527201.25
2008    62     695780.32    660714.60   1356494.92
2008    63     881249.60    827333.99   1708583.59
2008    64     905645.31    847573.12   1753218.43
2008    65     889837.90    829730.90   1719568.80
2008    66     909035.86    838154.35   1747190.21
2008    67     833316.00    764503.04   1597819.04
2008    68     727688.85    659330.90   1387019.75
2008    69     717345.15    645787.84   1363132.99
2008    70     805842.92    710106.47   1515949.39
2008    71     757128.11    657942.26   1415070.37
2008    72     775784.00    664207.28   1439991.28
2008    73     703222.00    583866.16   1287088.16
2008    74     705162.48    576501.37   1281663.85
2008    75     707549.18    567370.74   1274919.92
2008    76     656338.13    510907.13   1167245.26
2008    77     629587.67    481706.55   1111294.22
2008    78     604255.72    440400.51   1044656.23
2008    79     590738.22    419238.47   1009976.69
2008    80     544196.66    370675.55    914872.21
2008    81     514251.56    341744.61    855996.17
2008    82     489606.78    296038.36    785645.14
2008    83     431935.21    245199.59    677134.80
2008    84     406387.06    197645.90    604032.96
2008    85     363599.34    160486.67    524086.01
2008    86     333195.40    137091.15    470286.55
2008    87     305019.26    121580.73    426599.99
2008    88     236167.77     93115.86    329283.63
2008    89     204212.10     76088.35    280300.45
2008    90     184367.14     65539.56    249906.70
2008    91     157537.14     52823.68    210360.82
2008    92     133366.71     42514.95    175881.66
2008    93     110434.63     33422.94    143857.57
2008    94      87690.25     24512.54    112202.79
2008    95      66983.65     17441.66     84425.31
2008    96      50934.93     12118.79     63053.72
2008    97      36771.06      8285.49     45056.55
2008    98      25763.99      5297.46     31061.45
2008    99      17657.77      3364.18     21021.95
2008   100      11436.88      2031.54     13468.42
2008   101       6194.74      1143.84      7338.58
2008   102       4158.54       632.69      4791.23
2008   103       2439.72       365.29      2805.01
2008   104       1407.02       185.13      1592.15
2008   105        826.20       106.07       932.27
2008   106        425.10        47.03       472.13
2008   107        212.05        17.00       229.05
2008   108        110.00        11.00       121.00
2008   109         52.00         1.00        53.00
2008   110+        39.00         4.00        43.00
2009     0     528134.17    555115.10   1083249.27
2009     1     523498.02    551617.35   1075115.37
2009     2     524843.01    551004.29   1075847.30
2009     3     508143.85    532149.60   1040293.45
2009     4     528982.09    554126.19   1083108.28
2009     5     540392.45    567413.17   1107805.62
2009     6     550921.08    579396.73   1130317.81
2009     7     561902.13    590262.51   1152164.64
2009     8     574560.86    604936.92   1179497.78
2009     9     566747.14    596312.27   1163059.41
2009    10     579655.21    608269.08   1187924.29
2009    11     575821.86    603301.37   1179123.23
2009    12     579840.43    609332.42   1189172.85
2009    13     576341.88    605455.12   1181797.00
2009    14     598825.91    632327.32   1231153.23
