Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    JPN,     .,    .,     ., 1980, 1980, 16,     1,   ACY,       1,0.00050,0.00007,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 17,     1,   ACY,       1,0.00189,0.00057,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 18,     1,   ACY,       1,0.00502,0.00246,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 19,     1,   ACY,       1,0.01101,0.00748,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 20,     1,   ACY,       1,0.02176,0.01849,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 21,     1,   ACY,       1,0.03801,0.04025,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 22,     1,   ACY,       1,0.06480,0.07826,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 23,     1,   ACY,       1,0.10609,0.14306,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 24,     1,   ACY,       1,0.15222,0.24915,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 25,     1,   ACY,       1,0.18706,0.40137,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 26,     1,   ACY,       1,0.20216,0.58843,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 27,     1,   ACY,       1,0.19812,0.79059,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 28,     1,   ACY,       1,0.17868,0.98871,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 29,     1,   ACY,       1,0.15125,1.16739,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 30,     1,   ACY,       1,0.12114,1.31864,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 31,     1,   ACY,       1,0.09166,1.43978,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 32,     1,   ACY,       1,0.06584,1.53144,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 33,     1,   ACY,       1,0.04408,1.59728,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 34,     1,   ACY,       1,0.02992,1.64136,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 35,     1,   ACY,       1,0.02265,1.67128,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 36,     1,   ACY,       1,0.01811,1.69393,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 37,     1,   ACY,       1,0.01201,1.71204,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 38,     1,   ACY,       1,0.00784,1.72405,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 39,     1,   ACY,       1,0.00541,1.73189,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 40,     1,   ACY,       1,0.00342,1.73730,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 41,     1,   ACY,       1,0.00216,1.74072,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 42,     1,   ACY,       1,0.00139,1.74288,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 43,     1,   ACY,       1,0.00082,1.74427,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 44,     1,   ACY,       1,0.00039,1.74509,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 45,     1,   ACY,       1,0.00018,1.74548,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 46,     1,   ACY,       1,0.00008,1.74566,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 47,     1,   ACY,       1,0.00002,1.74574,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 48,     1,   ACY,       1,0.00001,1.74576,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1980, 1980, 49,     1,   ACY,       1,0.00001,1.74577,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1980, 1980, 50,    99,   ACY,       1,0.00000,1.74578,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1981, 1981, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1981, 1981, 15,     1,   ACY,       1,0.00008,0.00001,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1981, 1981, 16,     1,   ACY,       1,0.00059,0.00009,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 17,     1,   ACY,       1,0.00201,0.00068,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 18,     1,   ACY,       1,0.00524,0.00269,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 19,     1,   ACY,       1,0.01136,0.00793,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 20,     1,   ACY,       1,0.02176,0.01929,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 21,     1,   ACY,       1,0.03867,0.04105,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 22,     1,   ACY,       1,0.06333,0.07972,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 23,     1,   ACY,       1,0.09917,0.14305,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 24,     1,   ACY,       1,0.14324,0.24222,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 25,     1,   ACY,       1,0.18182,0.38546,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 26,     1,   ACY,       1,0.19900,0.56728,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 27,     1,   ACY,       1,0.19602,0.76628,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 28,     1,   ACY,       1,0.17853,0.96230,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 29,     1,   ACY,       1,0.15317,1.14083,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 30,     1,   ACY,       1,0.12299,1.29400,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 31,     1,   ACY,       1,0.09489,1.41699,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 32,     1,   ACY,       1,0.07018,1.51188,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 33,     1,   ACY,       1,0.05005,1.58206,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 34,     1,   ACY,       1,0.03290,1.63211,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 35,     1,   ACY,       1,0.02215,1.66501,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 36,     1,   ACY,       1,0.01659,1.68716,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 37,     1,   ACY,       1,0.01294,1.70375,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 38,     1,   ACY,       1,0.00840,1.71669,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 39,     1,   ACY,       1,0.00544,1.72509,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 40,     1,   ACY,       1,0.00354,1.73053,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 41,     1,   ACY,       1,0.00212,1.73407,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 42,     1,   ACY,       1,0.00132,1.73619,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 43,     1,   ACY,       1,0.00077,1.73751,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 44,     1,   ACY,       1,0.00039,1.73828,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 45,     1,   ACY,       1,0.00016,1.73867,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 46,     1,   ACY,       1,0.00006,1.73883,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 47,     1,   ACY,       1,0.00003,1.73889,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 48,     1,   ACY,       1,0.00002,1.73892,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1981, 1981, 49,     1,   ACY,       1,0.00001,1.73894,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1981, 1981, 50,    99,   ACY,       1,0.00000,1.73895,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1982, 1982, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1982, 1982, 15,     1,   ACY,       1,0.00007,0.00001,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1982, 1982, 16,     1,   ACY,       1,0.00067,0.00008,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 17,     1,   ACY,       1,0.00218,0.00075,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 18,     1,   ACY,       1,0.00566,0.00293,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 19,     1,   ACY,       1,0.01158,0.00859,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 20,     1,   ACY,       1,0.02169,0.02017,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 21,     1,   ACY,       1,0.03738,0.04186,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 22,     1,   ACY,       1,0.06315,0.07924,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 23,     1,   ACY,       1,0.09728,0.14239,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 24,     1,   ACY,       1,0.13741,0.23967,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 25,     1,   ACY,       1,0.17614,0.37708,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 26,     1,   ACY,       1,0.20004,0.55322,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 27,     1,   ACY,       1,0.20039,0.75326,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 28,     1,   ACY,       1,0.18318,0.95365,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 29,     1,   ACY,       1,0.15782,1.13683,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 30,     1,   ACY,       1,0.12789,1.29465,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 31,     1,   ACY,       1,0.09861,1.42254,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 32,     1,   ACY,       1,0.07441,1.52115,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 33,     1,   ACY,       1,0.05466,1.59556,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 34,     1,   ACY,       1,0.03807,1.65022,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 35,     1,   ACY,       1,0.02473,1.68829,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 36,     1,   ACY,       1,0.01635,1.71302,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 37,     1,   ACY,       1,0.01203,1.72937,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 38,     1,   ACY,       1,0.00917,1.74140,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 39,     1,   ACY,       1,0.00590,1.75057,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 40,     1,   ACY,       1,0.00362,1.75647,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 41,     1,   ACY,       1,0.00229,1.76009,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 42,     1,   ACY,       1,0.00131,1.76238,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 43,     1,   ACY,       1,0.00073,1.76369,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 44,     1,   ACY,       1,0.00036,1.76442,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 45,     1,   ACY,       1,0.00018,1.76478,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 46,     1,   ACY,       1,0.00008,1.76496,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 47,     1,   ACY,       1,0.00003,1.76504,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 48,     1,   ACY,       1,0.00001,1.76507,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1982, 1982, 49,     1,   ACY,       1,0.00000,1.76508,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1982, 1982, 50,    99,   ACY,       1,0.00000,1.76508,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1983, 1983, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1983, 1983, 15,     1,   ACY,       1,0.00010,0.00001,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1983, 1983, 16,     1,   ACY,       1,0.00068,0.00011,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 17,     1,   ACY,       1,0.00260,0.00079,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 18,     1,   ACY,       1,0.00621,0.00339,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 19,     1,   ACY,       1,0.01256,0.00960,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 20,     1,   ACY,       1,0.02252,0.02216,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 21,     1,   ACY,       1,0.03763,0.04468,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 22,     1,   ACY,       1,0.06041,0.08231,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 23,     1,   ACY,       1,0.09567,0.14272,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 24,     1,   ACY,       1,0.13533,0.23839,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 25,     1,   ACY,       1,0.17126,0.37372,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 26,     1,   ACY,       1,0.19496,0.54498,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 27,     1,   ACY,       1,0.20168,0.73994,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 28,     1,   ACY,       1,0.18849,0.94162,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 29,     1,   ACY,       1,0.16350,1.13011,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 30,     1,   ACY,       1,0.13388,1.29361,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 31,     1,   ACY,       1,0.10414,1.42749,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 32,     1,   ACY,       1,0.07856,1.53163,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 33,     1,   ACY,       1,0.05867,1.61019,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 34,     1,   ACY,       1,0.04203,1.66886,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 35,     1,   ACY,       1,0.02869,1.71089,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 36,     1,   ACY,       1,0.01815,1.73958,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 37,     1,   ACY,       1,0.01189,1.75773,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 38,     1,   ACY,       1,0.00863,1.76962,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 39,     1,   ACY,       1,0.00660,1.77825,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 40,     1,   ACY,       1,0.00396,1.78485,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 41,     1,   ACY,       1,0.00230,1.78881,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 42,     1,   ACY,       1,0.00138,1.79111,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 43,     1,   ACY,       1,0.00073,1.79249,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 44,     1,   ACY,       1,0.00037,1.79322,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 45,     1,   ACY,       1,0.00018,1.79359,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 46,     1,   ACY,       1,0.00007,1.79377,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 47,     1,   ACY,       1,0.00002,1.79384,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 48,     1,   ACY,       1,0.00001,1.79386,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1983, 1983, 49,     1,   ACY,       1,0.00001,1.79387,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1983, 1983, 50,    99,   ACY,       1,0.00000,1.79388,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1984, 1984, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1984, 1984, 15,     1,   ACY,       1,0.00011,0.00001,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1984, 1984, 16,     1,   ACY,       1,0.00082,0.00012,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 17,     1,   ACY,       1,0.00240,0.00094,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 18,     1,   ACY,       1,0.00659,0.00334,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 19,     1,   ACY,       1,0.01309,0.00993,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 20,     1,   ACY,       1,0.02292,0.02302,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 21,     1,   ACY,       1,0.03672,0.04594,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 22,     1,   ACY,       1,0.05851,0.08266,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 23,     1,   ACY,       1,0.09054,0.14117,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 24,     1,   ACY,       1,0.13122,0.23171,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 25,     1,   ACY,       1,0.16746,0.36293,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 26,     1,   ACY,       1,0.19048,0.53039,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 27,     1,   ACY,       1,0.19799,0.72087,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 28,     1,   ACY,       1,0.19057,0.91886,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 29,     1,   ACY,       1,0.16771,1.10943,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 30,     1,   ACY,       1,0.13727,1.27714,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 31,     1,   ACY,       1,0.10767,1.41441,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 32,     1,   ACY,       1,0.08247,1.52208,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 33,     1,   ACY,       1,0.06158,1.60455,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 34,     1,   ACY,       1,0.04482,1.66613,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 35,     1,   ACY,       1,0.03154,1.71095,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 36,     1,   ACY,       1,0.02119,1.74249,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 37,     1,   ACY,       1,0.01320,1.76368,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 38,     1,   ACY,       1,0.00840,1.77688,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 39,     1,   ACY,       1,0.00598,1.78528,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 40,     1,   ACY,       1,0.00438,1.79126,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 41,     1,   ACY,       1,0.00251,1.79564,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 42,     1,   ACY,       1,0.00141,1.79815,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 43,     1,   ACY,       1,0.00082,1.79956,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 44,     1,   ACY,       1,0.00040,1.80038,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 45,     1,   ACY,       1,0.00017,1.80078,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 46,     1,   ACY,       1,0.00007,1.80095,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 47,     1,   ACY,       1,0.00003,1.80102,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 48,     1,   ACY,       1,0.00002,1.80105,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1984, 1984, 49,     1,   ACY,       1,0.00001,1.80107,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1984, 1984, 50,    99,   ACY,       1,0.00000,1.80108,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1985, 1985, 14,   -99,   ACY,       1,0.00001,0.00000,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1985, 1985, 15,     1,   ACY,       1,0.00012,0.00001,       ODE,  estimate,    JPN_01,   .,    2
    JPN,     .,    .,     ., 1985, 1985, 16,     1,   ACY,       1,0.00075,0.00013,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 17,     1,   ACY,       1,0.00225,0.00088,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 18,     1,   ACY,       1,0.00578,0.00313,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 19,     1,   ACY,       1,0.01274,0.00891,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 20,     1,   ACY,       1,0.02217,0.02165,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 21,     1,   ACY,       1,0.03510,0.04382,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 22,     1,   ACY,       1,0.05439,0.07892,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 23,     1,   ACY,       1,0.08323,0.13331,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 24,     1,   ACY,       1,0.11955,0.21654,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 25,     1,   ACY,       1,0.15732,0.33609,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 26,     1,   ACY,       1,0.18289,0.49341,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 27,     1,   ACY,       1,0.19041,0.67630,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 28,     1,   ACY,       1,0.18351,0.86671,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 29,     1,   ACY,       1,0.16642,1.05022,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 30,     1,   ACY,       1,0.13923,1.21664,       ODE,  estimate,    JPN_01,   .,    0
    JPN,     .,    .,     ., 1985, 1985, 31,     1,   ACY,       1,0.10937,1.35587,       ODE,  estimate,    JPN_01,   .,    0
